id,account,url,title,description,upload_date,duration,view_count,like_count,comment_count,repost_count,tags,track,track_artist,is_photo_carousel
7649743954510023950,whitehouse,https://www.tiktok.com/@whitehouse/video/7649743954510023950,The bully of the Middle East is dead. ,The bully of the Middle East is dead. ,20260610,10,2400000,34200,1145,1429,,original sound,High Aspect,False
7649572432692481311,whitehouse,https://www.tiktok.com/@whitehouse/video/7649572432692481311,THANK YOU PRESIDENT TRUMP 🇺🇸,THANK YOU PRESIDENT TRUMP 🇺🇸,20260610,52,1600000,8505,1525,209,,original sound,The White House,False
7649476667873791246,whitehouse,https://www.tiktok.com/@whitehouse/video/7649476667873791246,ARTEMIS III. 2027🚀,ARTEMIS III. 2027🚀,20260609,50,1700000,37100,2283,1621,,original sound,The White House,False
7649426430756916511,whitehouse,https://www.tiktok.com/@whitehouse/video/7649426430756916511,Bye-bye 👋 President Trump has delivered the most secure border in his...,Bye-bye 👋 President Trump has delivered the most secure border in history ,20260609,14,3100000,58100,11100,11700,,original sound,The White House,False
7649179929812176141,whitehouse,https://www.tiktok.com/@whitehouse/video/7649179929812176141,"NEW YORK, STAND UP 🗽","NEW YORK, STAND UP 🗽",20260609,31,1300000,8266,1196,332,,original sound,The White House,False
7649149518528711966,whitehouse,https://www.tiktok.com/@whitehouse/video/7649149518528711966,With love from NYC ,With love from NYC ,20260608,30,979100,31300,1358,542,,original sound,The White House,False
7649126693675830541,whitehouse,https://www.tiktok.com/@whitehouse/video/7649126693675830541,D.C. is beautiful again thanks to President Trump 🇺🇸,D.C. is beautiful again thanks to President Trump 🇺🇸,20260608,22,838600,38700,1498,1784,,original sound,The White House,False
7649080504490200334,whitehouse,https://www.tiktok.com/@whitehouse/video/7649080504490200334,Always locked in 🎥🏀,Always locked in 🎥🏀,20260608,14,707700,16300,843,419,,original sound,The White House,False
7649052239629159693,whitehouse,https://www.tiktok.com/@whitehouse/video/7649052239629159693,We heard it’s National best friends day 🥰,We heard it’s National best friends day 🥰,20260608,28,768800,21600,2143,1492,,original sound,The White House,False
7648848710503255310,whitehouse,https://www.tiktok.com/@whitehouse/video/7648848710503255310,ONE WEEK. ,ONE WEEK. ,20260608,31,739500,21500,1148,580,,original sound,The White House,False
7648648549172907278,whitehouse,https://www.tiktok.com/@whitehouse/video/7648648549172907278,Good morning. It’s 6/7. ,Good morning. It’s 6/7. ,20260607,12,10200000,959600,20400,622100,,original sound,The White House,False
7648330572783176973,whitehouse,https://www.tiktok.com/@whitehouse/video/7648330572783176973,"JOBS, JOBS, JOBS 🔥","JOBS, JOBS, JOBS 🔥",20260606,55,655200,9498,965,747,,original sound,The White House,False
7648065172673793310,whitehouse,https://www.tiktok.com/@whitehouse/video/7648065172673793310,Fighting for American farmers 🇺🇸🐮🤠,Fighting for American farmers 🇺🇸🐮🤠,20260605,93,624200,12300,934,1023,,original sound,The White House,False
7647907926501313805,whitehouse,https://www.tiktok.com/@whitehouse/video/7647907926501313805,Job growth blows past expectations 🔥,Job growth blows past expectations 🔥,20260605,7,585100,10700,1277,291,,original sound,The White House,False
7647656978956799246,whitehouse,https://www.tiktok.com/@whitehouse/video/7647656978956799246,We heard the reflection pool started filling back up today!,We heard the reflection pool started filling back up today!,20260604,4,572200,5935,1119,2287,,original sound,The White House,False
7647570905752718623,whitehouse,https://www.tiktok.com/@whitehouse/video/7647570905752718623,Want deja vu?,Want deja vu?,20260604,11,534200,7445,788,308,,original sound,The White House,False
7647539354314804510,whitehouse,https://www.tiktok.com/@whitehouse/video/7647539354314804510,ONE MONTH UNTIL AMERICA’S BIRTHDAY! Patriot summer loading… 🇺🇸🦅,ONE MONTH UNTIL AMERICA’S BIRTHDAY! Patriot summer loading… 🇺🇸🦅,20260604,16,501800,18500,603,544,,original sound,The White House,False
7647352962460749086,whitehouse,https://www.tiktok.com/@whitehouse/video/7647352962460749086,The 2026 FIFA World Cup is being played right here in America. LFG 🇺🇸...,The 2026 FIFA World Cup is being played right here in America. LFG 🇺🇸 Secretary Lutnick and FIFA President Gianni Infantino welcome fans to 78 matches across 11 U.S. host cities in 9 states.,20260604,21,2000000,159000,2082,4005,,original sound,The White House,False
7647236616490192141,whitehouse,https://www.tiktok.com/@whitehouse/video/7647236616490192141,Don’t act like I never told you ,Don’t act like I never told you ,20260603,17,445700,15900,695,732,,original sound,The White House,False
7647191614091283726,whitehouse,https://www.tiktok.com/@whitehouse/video/7647191614091283726,Making America SAFE Again 🇺🇸,Making America SAFE Again 🇺🇸,20260603,116,446800,19700,1448,728,,original sound,The White House,False
7646962639888813325,whitehouse,https://www.tiktok.com/@whitehouse/video/7646962639888813325,👑 👑 👑,👑 👑 👑,20260603,6,616300,50700,2504,4058,,original sound,The White House,False
7646853333579304205,whitehouse,https://www.tiktok.com/@whitehouse/video/7646853333579304205,ICE Tip Line: 866-DHS-2-ICE ,ICE Tip Line: 866-DHS-2-ICE ,20260602,9,451500,19200,734,3640,,original sound,The White House,False
7646499579185171743,whitehouse,https://www.tiktok.com/@whitehouse/video/7646499579185171743,This is the way,This is the way,20260601,17,544100,28200,2649,718,,original sound,The White House,False
7646461193816722701,whitehouse,https://www.tiktok.com/@whitehouse/video/7646461193816722701,ALIENS.GOV,ALIENS.GOV,20260601,30,378600,11400,1004,1497,,original sound,The White House,False
7646116889701141773,whitehouse,https://www.tiktok.com/@whitehouse/video/7646116889701141773,No Sunday scaries here  #vine ,No Sunday scaries here  #vine ,20260531,8,474200,13500,1387,2106,,original sound,The White House,False
7645702936059743502,whitehouse,https://www.tiktok.com/@whitehouse/video/7645702936059743502,FLOTUS is delivering in fostering the future ❤️,FLOTUS is delivering in fostering the future ❤️,20260530,25,572600,29200,2701,863,,original sound,The White House,False
7645357957810588942,whitehouse,https://www.tiktok.com/@whitehouse/video/7645357957810588942,Iykyk 🤭 #vine ,Iykyk 🤭 #vine ,20260529,15,1600000,129500,3731,29600,,original sound,The White House,False
7645123289521687821,whitehouse,https://www.tiktok.com/@whitehouse/video/7645123289521687821,ALIENS.GOV,ALIENS.GOV,20260529,10,1100000,33900,2836,13900,,original sound,The White House,False
7645051144296811790,whitehouse,https://www.tiktok.com/@whitehouse/video/7645051144296811790,something’s loading… tonight. ,something’s loading… tonight. ,20260528,13,1800000,60300,2399,10900,,original sound,The White House,False
7645001132426775822,whitehouse,https://www.tiktok.com/@whitehouse/video/7645001132426775822,That’s OUR VP 🔥🇺🇸,That’s OUR VP 🔥🇺🇸,20260528,11,3000000,299200,2653,8791,,original sound,DJ Vic,False
7644940599698722062,whitehouse,https://www.tiktok.com/@whitehouse/video/7644940599698722062,Comment which @Cabinet Secretary you would vibe with ,Comment which @Cabinet Secretary you would vibe with ,20260528,81,532900,26700,1097,604,,original sound,The White House,False
7644750673577266446,whitehouse,https://www.tiktok.com/@whitehouse/video/7644750673577266446,👀👀,👀👀,20260528,13,542800,18200,1455,860,,original sound,The White House,False
